Brand,Model,Year,EngineSize,Mileage,Transmission,FuelType,Price
Toyota, Aygo,2009.0,1.0,42751,Semi-Auto,Petrol,4999
Volkswagen, Tiguan,2019.0,2.0,6140,Semi-Auto,Diesel,27495
BMW,4 Series,2017.0,2.0,13471,Manual,Petrol,17495
Audi,Q3,2019.0,1.5,13456,Semi-Auto,Petrol,24990
Toyota, Aygo,2019.0,1.0,3222,Manual,Petrol,9690
Volkswagen, Passat,2017.0,2.0,33743,Manual,Diesel,14995
Vauxhall, Viva,2018.0,1.0,4052,Manual,Petrol,7150
Mercedes, E Class,2013.0,2.1,37895,Semi-Auto,Diesel,10491
BMW,4 Series,2017.0,2.0,19221,Semi-Auto,Diesel,20385
Volkswagen, T-Cross,2019.0,1.6,6642,Manual,Diesel,21991
Volkswagen, Polo,2019.0,1.0,8703,Manual,Petrol,12829
Mercedes, C Class,2019.0,1.6,2701,Semi-Auto,Petrol,28999
Mercedes, A Class,2016.0,2.1,99000,Manual,Diesel,10493
Audi,A4,2017.0,1.4,18132,Semi-Auto,Petrol,19990
Volkswagen, Tiguan,2019.0,2.0,5647,Automatic,Diesel,28000
BMW,3 Series,2015.0,2.0,45064,Automatic,Diesel,13000
Audi,A4,2019.0,2.0,4500,Automatic,Diesel,24245
BMW,X3,2016.0,2.0,34274,Semi-Auto,Diesel,18995
Volkswagen, Up,2017.0,1.0,25000,Manual,Petrol,6995
Ford, B-MAX,2017.0,1.5,50074,Manual,Diesel,7720
Hyundai, Tucson,2017.0,1.7,36681,Manual,Diesel,12995
BMW,2 Series,2015.0,3.0,24859,Semi-Auto,Petrol,18998
Vauxhall, Zafira,2014.0,1.8,68628,Manual,Petrol,5998
BMW,4 Series,2016.0,2.0,24711,Manual,Petrol,14998
BMW,4 Series,2019.0,2.0,4500,Automatic,Diesel,29995
Ford, Focus,2018.0,1.0,43782,Manual,Petrol,12180
BMW,3 Series,2016.0,2.0,68738,Manual,Diesel,10499
Audi,A5,2019.0,2.0,6066,Automatic,Petrol,22000
Skoda, Fabia,2019.0,1.0,12095,Semi-Auto,Petrol,13490
Audi,A4,2020.0,3.0,2000,Semi-Auto,Diesel,42900
Skoda, Fabia,2016.0,1.0,27873,Manual,Petrol,6595
Ford, Fiesta,2019.0,1.0,279,Manual,Petrol,13990
BMW,3 Series,2015.0,2.0,47773,Semi-Auto,Diesel,15000
Hyundai,I10,2016.0,1.0,28386,Manual,Petrol,5870
Vauxhall, Mokka X,2017.0,1.6,28554,Manual,Diesel,11794
Vauxhall, Astra,2013.0,1.6,64931,Manual,Petrol,4790
Mercedes, GLE Class,2016.0,3.0,39739,Automatic,Diesel,35402
Vauxhall, Astra,2016.0,1.0,28666,Manual,Petrol,8195
Vauxhall, Corsa,2019.0,1.4,2042,Manual,Petrol,9500
Mercedes, GLC Class,2018.0,3.0,19339,Semi-Auto,Diesel,31994
Vauxhall, Astra,2020.0,1.2,10,Manual,Petrol,15395
Ford, Focus,2017.0,1.5,38517,Manual,Diesel,11495
BMW,X3,2019.0,2.0,11,Semi-Auto,Petrol,31995
Ford, Kuga,2019.0,1.5,6997,Manual,Petrol,20499
Ford, Fiesta,2019.0,1.0,1044,Manual,Petrol,15995
Ford, EcoSport,2018.0,1.5,9281,Manual,Diesel,12895
Volkswagen, Passat,2018.0,2.0,6993,Automatic,Petrol,19299
Mercedes, C Class,2019.0,1.6,2584,Automatic,Diesel,27299
Ford, Fiesta,2018.0,1.5,20673,Manual,Diesel,11420
Vauxhall, Astra,2018.0,1.6,18191,Manual,Diesel,14195
Audi,Q5,2015.0,3.0,49431,Automatic,Diesel,24290
Ford, Focus,2013.0,1.6,71250,Manual,Diesel,6500
Mercedes, C Class,2019.0,1.5,14379,Semi-Auto,Petrol,19980
Audi,A4,2018.0,1.4,20070,Manual,Petrol,15600
BMW,1 Series,2017.0,3.0,16798,Semi-Auto,Petrol,22150
Mercedes, C Class,2016.0,2.0,3000,Automatic,Petrol,19900
Volkswagen, Polo,2014.0,1.2,38000,Manual,Petrol,8500
Ford, Focus,2016.0,1.5,27511,Manual,Diesel,7999
Vauxhall, Astra,1997.0,1.6,89233,Manual,Petrol,950
Hyundai,I10,2016.0,1.0,45748,Manual,Petrol,5995
Mercedes, S Class,2001.0,3.2,108800,Automatic,Diesel,1695
Vauxhall, Corsa,2016.0,1.4,13970,Manual,Petrol,6989
Toyota, Corolla,2019.0,1.2,9999,Manual,Petrol,17480
Skoda, Kodiaq,2019.0,1.5,13627,Automatic,Petrol,21900
Ford, Fiesta,2015.0,1.0,21939,Manual,Petrol,7999
Volkswagen, Golf,2019.0,2.0,1680,Automatic,Petrol,28999
BMW,3 Series,2017.0,2.0,48356,Semi-Auto,Diesel,17991
Vauxhall, Mokka X,2017.0,1.4,30403,Manual,Petrol,11800
BMW,4 Series,2015.0,3.0,92236,Automatic,Diesel,13500
Mercedes, GLE Class,2020.0,3.0,6700,Automatic,Diesel,54995
Mercedes, GLC Class,2016.0,2.1,47358,Automatic,Diesel,22000
Mercedes, GLE Class,2019.0,2.0,18764,Semi-Auto,Diesel,45480
Skoda, Superb,2019.0,1.5,5272,Manual,Petrol,19290
Vauxhall, Zafira,2016.0,1.4,38354,Manual,Petrol,10495
Skoda, Yeti Outdoor,2016.0,1.2,23309,Semi-Auto,Petrol,12100
Toyota, C-HR,2018.0,1.8,28451,Automatic,Hybrid,17498
BMW,X1,2017.0,2.0,26939,Semi-Auto,Diesel,18998
Audi,Q3,2017.0,1.4,30850,Semi-Auto,Petrol,19999
Volkswagen, Golf,2017.0,1.4,16614,Manual,Petrol,14490
Ford, Fiesta,2013.0,1.6,7000,Automatic,Petrol,7785
Vauxhall, Mokka X,2017.0,1.4,16389,Semi-Auto,Petrol,13298
Ford, Fiesta,2015.0,1.0,37650,Manual,Petrol,7000
Mercedes, A Class,2013.0,1.8,53000,Manual,Diesel,9450
Ford, Fiesta,2004.0,1.4,88936,Manual,Petrol,2295
Ford, EcoSport,2018.0,1.0,16908,Manual,Petrol,13999
Ford, Kuga,2017.0,2.0,35167,Automatic,Diesel,16499
Ford, Galaxy,2018.0,2.0,32202,Manual,Diesel,18499
Skoda, Kodiaq,2019.0,1.5,3409,Automatic,Petrol,26394
Toyota,RAV4,2005.0,2.0,99000,Manual,Diesel,3495
Mercedes, C Class,2014.0,2.1,42949,Automatic,Diesel,14600
Audi,A5,2017.0,2.0,24817,Manual,Petrol,18350
Volkswagen, Tiguan,2015.0,2.0,29112,Manual,Diesel,12188
Volkswagen, Polo,2017.0,1.2,14427,Manual,Petrol,9917
Skoda, Fabia,2018.0,1.0,16500,Manual,Petrol,9980
Vauxhall, Corsa,2019.0,1.4,3650,Manual,Petrol,12600
Mercedes, E Class,2015.0,2.1,41952,Automatic,Diesel,13750
Audi, TT,2016.0,2.0,33000,Manual,Petrol,16650
Audi,A3,2017.0,1.4,7326,Manual,Petrol,16272
BMW,X3,2015.0,2.0,31000,Automatic,Diesel,14490
Volkswagen, Polo,2016.0,1.8,23437,Manual,Petrol,12899
Vauxhall, Corsa,2017.0,1.4,29700,Manual,Petrol,8995
Vauxhall, Astra,2016.0,1.6,77924,Manual,Diesel,7350
Volkswagen, Golf,2015.0,2.0,50584,Manual,Diesel,13330
Mercedes, E Class,2019.0,3.0,1000,Semi-Auto,Petrol,50299
BMW,X5,2019.0,3.0,7666,Automatic,Diesel,48892
Mercedes, GLA Class,2016.0,2.1,19294,Semi-Auto,Diesel,20480
Vauxhall, Mokka X,2017.0,1.4,30944,Automatic,Petrol,11795
Ford, Focus,2017.0,1.0,30917,Semi-Auto,Petrol,11498
Volkswagen, Golf,2012.0,1.6,66206,Manual,Diesel,6495
Vauxhall, Adam,2014.0,1.2,39658,Manual,Petrol,4995
Vauxhall, Corsa,2019.0,1.4,4034,Manual,Petrol,11985
Hyundai, Santa Fe,2019.0,2.2,5732,Automatic,Diesel,33799
Vauxhall, Adam,2016.0,1.4,49632,Manual,Petrol,6898
Ford, Fiesta,2016.0,1.2,16494,Manual,Petrol,8491
Audi,A4,2015.0,2.0,21794,Automatic,Diesel,13799
BMW,3 Series,2016.0,2.0,30803,Automatic,Hybrid,16899
Skoda, Karoq,2019.0,1.6,3434,Automatic,Diesel,20890
Ford, Fiesta,2017.0,1.0,11345,Manual,Petrol,8995
Ford, Fiesta,2017.0,1.2,18020,Manual,Petrol,7995
Toyota, C-HR,2018.0,1.2,11250,Automatic,Petrol,18495
Mercedes, CLS Class,2015.0,3.0,40270,Semi-Auto,Diesel,20412
Hyundai,IX35,2014.0,1.7,52000,Manual,Diesel,7890
BMW,2 Series,2019.0,1.5,6311,Manual,Petrol,18950
Volkswagen, Polo,2019.0,1.0,14040,Manual,Petrol,14495
Volkswagen, Golf,2013.0,1.4,28420,Manual,Petrol,8772
Toyota, Aygo,2018.0,1.0,10845,Manual,Petrol,9299
BMW,X4,2016.0,3.0,30241,Automatic,Diesel,23700
Vauxhall, Corsa,2019.0,1.4,9926,Manual,Petrol,9199
Mercedes, C Class,2018.0,2.0,9273,Automatic,Diesel,28149
Vauxhall, Mokka X,2016.0,1.6,49888,Manual,Petrol,9799
Ford, C-MAX,2017.0,1.0,19211,Manual,Petrol,12570
BMW,X1,2017.0,2.0,25190,Automatic,Petrol,22999
BMW,X2,2020.0,2.0,2182,Automatic,Petrol,33940
Mercedes, C Class,2017.0,2.1,21023,Semi-Auto,Diesel,20591
Volkswagen, Polo,2016.0,1.0,21251,Manual,Petrol,10995
Mercedes, E Class,2018.0,2.0,9900,Semi-Auto,Diesel,24892
Audi,Q5,2019.0,2.0,30,Semi-Auto,Petrol,31998
Toyota, Aygo,2018.0,1.0,13658,Manual,Petrol,7780
BMW,5 Series,2016.0,2.0,23500,Automatic,Diesel,15995
BMW,X5,2019.0,3.0,16,Semi-Auto,Diesel,53850
Ford, Fiesta,2018.0,1.1,14368,Manual,Petrol,9995
Mercedes, A Class,2014.0,2.1,49799,Semi-Auto,Diesel,10990
BMW,3 Series,2016.0,3.0,20756,Semi-Auto,Diesel,20998
Volkswagen, Golf,2019.0,1.5,4569,Manual,Petrol,18890
Ford, Fiesta,2019.0,1.0,12411,Manual,Petrol,13700
Ford, Fiesta,2019.0,1.1,886,Manual,Petrol,14000
Ford, C-MAX,2010.0,1.6,88000,Manual,Petrol,3650
Ford, Focus,2019.0,1.0,1059,Manual,Petrol,19500
Vauxhall, Astra,2016.0,1.0,31000,Manual,Petrol,7623
Volkswagen, Polo,2019.0,1.0,8524,Manual,Petrol,14016
Toyota, Aygo,2017.0,1.0,20546,Manual,Petrol,8890
Toyota, Corolla,2019.0,2.0,6500,Automatic,Hybrid,26999
BMW,3 Series,2014.0,2.0,92000,Automatic,Diesel,11750
Hyundai,I10,2019.0,1.0,3815,Manual,Petrol,8500
Ford, Kuga,2017.0,2.0,28291,Semi-Auto,Diesel,17498
Audi,Q3,2015.0,2.0,43458,Manual,Diesel,15998
Ford, Kuga,2018.0,1.5,13737,Manual,Diesel,16998
Volkswagen, Polo,2017.0,1.0,23072,Manual,Petrol,10052
Mercedes, E Class,2018.0,2.0,22985,Semi-Auto,Diesel,21899
Mercedes, GLE Class,2019.0,2.0,6500,Automatic,Diesel,45995
Audi,RS3,2018.0,2.5,17515,Automatic,Petrol,36490
Mercedes, CL Class,2013.0,2.1,31250,Semi-Auto,Diesel,16822
Audi,A7,2019.0,3.0,5000,Automatic,Diesel,39990
Volkswagen, Polo,2007.0,1.4,106000,Automatic,Petrol,2995
Ford, Fiesta,2018.0,1.0,12523,Manual,Petrol,10691
Vauxhall, Crossland X,2020.0,1.5,10,Manual,Diesel,14495
Audi,A3,2017.0,2.0,24472,Semi-Auto,Petrol,23981
Mercedes, A Class,2015.0,1.5,40373,Automatic,Diesel,11499
Volkswagen, Amarok,2017.0,3.0,30450,Automatic,Diesel,24900
Skoda, Superb,2019.0,2.0,250,Automatic,Diesel,27499
Hyundai, Kona,2018.0,1.0,5357,Manual,Petrol,14800
Ford, Fiesta,2017.0,1.2,40782,Manual,Petrol,7390
Toyota, Auris,2017.0,1.8,8963,Automatic,Hybrid,15550
Vauxhall, Zafira,2018.0,1.4,16261,Automatic,Petrol,14355
BMW,2 Series,2016.0,2.0,24735,Semi-Auto,Diesel,15995
Volkswagen, Tiguan,2019.0,2.0,9553,Semi-Auto,Diesel,24490
Vauxhall, Insignia,2019.0,2.0,10737,Manual,Diesel,19000
Ford, EcoSport,2019.0,1.0,11334,Manual,Petrol,14000
Vauxhall, Grandland X,2019.0,1.2,11245,Manual,Petrol,15680
Audi,A5,2014.0,2.0,55000,Manual,Diesel,12475
Skoda, Yeti Outdoor,2015.0,2.0,29000,Manual,Diesel,9495
Vauxhall, Corsa,2017.0,1.4,19106,Manual,Petrol,7691
BMW,1 Series,2018.0,2.0,51000,Manual,Diesel,13477
Vauxhall, Mokka X,2017.0,1.4,24098,Manual,Petrol,11798
Vauxhall, Viva,2019.0,1.0,4006,Manual,Petrol,6000
Mercedes, C Class,2007.0,2.1,62000,Semi-Auto,Diesel,5995
Volkswagen, Polo,2016.0,1.0,25948,Manual,Petrol,8499
Skoda, Fabia,2018.0,1.0,27288,Manual,Petrol,8780
Toyota, Aygo,2017.0,1.0,28757,Manual,Petrol,7491
Vauxhall, Corsa,2018.0,1.4,8000,Automatic,Petrol,10995
Volkswagen, Polo,2017.0,1.2,20859,Manual,Petrol,10599
Hyundai,I30,2018.0,1.0,12453,Manual,Petrol,12371
Skoda, Octavia,2017.0,1.6,27099,Manual,Diesel,10700
BMW,5 Series,2016.0,2.0,94419,Manual,Diesel,10117
Mercedes, B Class,2017.0,1.5,35881,Manual,Diesel,13498
Vauxhall, Corsa,2018.0,1.4,4000,Manual,Petrol,8999
Volkswagen, Golf,2016.0,1.6,37855,Manual,Diesel,10199
Audi,A3,2018.0,1.0,23860,Semi-Auto,Petrol,16985
Toyota, Auris,2016.0,1.8,40648,Automatic,Hybrid,12950
Ford, Galaxy,2017.0,2.0,28563,Manual,Diesel,18500
Volkswagen, Golf,2017.0,2.0,21963,Manual,Diesel,17995
Ford, Focus,2015.0,1.5,50004,Manual,Diesel,8540
BMW,5 Series,2016.0,3.0,66652,Automatic,Diesel,15940
Ford, Ka+,2017.0,1.2,22653,Manual,Petrol,6995
Ford, Ka+,2017.0,1.2,14467,Manual,Petrol,7999
Ford, Kuga,2017.0,2.0,58402,Manual,Diesel,13995
Vauxhall, Corsa,2019.0,1.4,3501,Manual,Petrol,9750
Volkswagen, Up,2017.0,1.0,8301,Manual,Petrol,7399
Ford, Focus,2017.0,1.0,20967,Manual,Petrol,10797
Vauxhall, Corsa,2019.0,1.4,8874,Manual,Petrol,8699
Mercedes, C Class,2019.0,3.0,2857,Semi-Auto,Petrol,39000
Ford, Fiesta,2019.0,1.1,7342,Manual,Petrol,10900
Audi,Q7,2017.0,4.0,11279,Semi-Auto,Diesel,48995
Toyota, Aygo,2015.0,1.0,12098,Manual,Petrol,6995
Mercedes, A Class,2017.0,2.1,29941,Manual,Diesel,15361
Vauxhall, Grandland X,2019.0,1.2,8500,Automatic,Petrol,20990
Ford, Focus,2015.0,1.6,64612,Manual,Diesel,7994
Ford, Fiesta,2020.0,1.0,250,Manual,Petrol,15000
Mercedes, E Class,2016.0,2.0,36188,Automatic,Diesel,18300
Vauxhall, Astra,2020.0,1.2,10,Manual,Petrol,16345
BMW,3 Series,2017.0,3.0,30422,Semi-Auto,Diesel,20998
BMW,2 Series,2016.0,1.5,68848,Manual,Diesel,9499
BMW,3 Series,2015.0,3.0,39700,Semi-Auto,Diesel,20000
Toyota, Aygo,2016.0,1.0,9552,Manual,Petrol,8300
Hyundai, Tucson,2018.0,1.6,20000,Automatic,Diesel,19970
Ford, Focus,2014.0,1.6,59964,Manual,Petrol,6599
Volkswagen, Golf SV,2017.0,1.4,27500,Semi-Auto,Petrol,13995
Hyundai,I10,2019.0,1.0,8084,Manual,Petrol,8549
Mercedes, E Class,2015.0,3.0,42577,Semi-Auto,Diesel,17998
Ford, EcoSport,2017.0,1.5,18494,Manual,Diesel,11000
Volkswagen, Touran,2019.0,2.0,4713,Semi-Auto,Diesel,24999
Volkswagen, Beetle,2017.0,0.0,17859,Manual,Petrol,13800
Hyundai, Santa Fe,2019.0,2.2,1578,Automatic,Diesel,34000
Audi,Q7,2020.0,4.0,6000,Semi-Auto,Diesel,86990
Volkswagen, T-Cross,2019.0,1.6,2700,Manual,Diesel,20500
Volkswagen, Golf,2016.0,2.0,56507,Manual,Diesel,14298
Ford, Kuga,2017.0,2.0,20668,Manual,Diesel,14999
Ford, Fiesta,2019.0,1.0,2162,Manual,Petrol,14700
Vauxhall, Astra,2019.0,1.4,6701,Manual,Petrol,13800
Vauxhall, Combo Life,2019.0,1.2,11200,Manual,Petrol,13498
BMW,1 Series,2018.0,2.0,21076,Manual,Petrol,13100
Ford, Focus,2015.0,1.0,33012,Manual,Petrol,8495
Skoda, Scala,2020.0,1.0,3000,Semi-Auto,Petrol,17450
Audi, TT,2019.0,2.0,5000,Automatic,Petrol,31990
Hyundai, Terracan,2005.0,2.9,130000,Manual,Diesel,2895
Toyota, Corolla,2019.0,1.2,18020,Manual,Petrol,16299
Ford, Focus,2017.0,2.0,18587,Manual,Diesel,11700
Ford, S-MAX,2016.0,2.0,29246,Manual,Diesel,15800
BMW,3 Series,2013.0,2.0,62000,Automatic,Diesel,10990
BMW,2 Series,2019.0,2.0,7423,Semi-Auto,Diesel,21950
Volkswagen, Golf,2019.0,1.6,7000,Manual,Diesel,17000
Audi, TT,2015.0,2.0,31208,Manual,Petrol,16842
Vauxhall, Viva,2016.0,1.0,4830,Manual,Petrol,6600
Mercedes, B Class,2014.0,1.5,49480,Automatic,Diesel,9695
Volkswagen, T-Roc,2020.0,2.0,2256,Automatic,Diesel,27444
Ford, Focus,2019.0,2.0,3881,Manual,Diesel,24950
Volkswagen, Tiguan,2018.0,1.4,7575,Manual,Petrol,20000
Ford, Mondeo,2017.0,1.5,58827,Manual,Petrol,11298
Ford, Fiesta,2017.0,1.1,11474,Manual,Petrol,9300
Skoda, Yeti Outdoor,2016.0,1.2,29098,Manual,Petrol,9998
Vauxhall, Zafira,2007.0,1.6,80000,Manual,Petrol,2050
Ford, Kuga,2019.0,2.0,5891,Manual,Diesel,25925
Ford, Kuga,2016.0,2.0,22015,Manual,Diesel,14250
Ford, Fiesta,2016.0,1.0,33000,Manual,Petrol,6995
Toyota,RAV4,2016.0,2.5,18501,Automatic,Hybrid,21250
Vauxhall, Mokka,2014.0,1.6,37038,Manual,Petrol,7700
Volkswagen, Arteon,2019.0,2.0,2400,Automatic,Diesel,26900
Vauxhall, Meriva,2012.0,1.4,54500,Manual,Petrol,3290
Skoda, Fabia,2018.0,1.0,30530,Manual,Petrol,10990
BMW,1 Series,2017.0,3.0,16977,Semi-Auto,Petrol,20750
Hyundai,I10,2017.0,1.0,26921,Manual,Petrol,5992
Vauxhall, Astra,2017.0,1.4,22900,Manual,Petrol,9999
Toyota, Prius,2017.0,1.8,30130,Automatic,Hybrid,22991
Volkswagen, Polo,2016.0,1.2,7728,Manual,Petrol,10990
Toyota, Prius,2020.0,1.8,100,Automatic,Hybrid,31995
Mercedes, C Class,2019.0,1.5,649,Automatic,Petrol,27999
BMW,5 Series,2014.0,2.0,35677,Automatic,Diesel,12500
Audi,A3,2015.0,2.0,72406,Manual,Diesel,13795
BMW,X3,2019.0,2.0,6779,Semi-Auto,Diesel,33980
Ford, Focus,2019.0,1.0,3169,Manual,Petrol,17499
Hyundai, Tucson,2019.0,1.6,2951,Semi-Auto,Hybrid,22480
Ford, EcoSport,2018.0,1.0,23034,Manual,Petrol,13280
Skoda, Citigo,2016.0,1.0,27514,Manual,Petrol,5990
Hyundai,I10,2019.0,1.0,5000,Manual,Petrol,7990
Volkswagen, Golf,2017.0,2.0,23597,Automatic,Diesel,18499
Mercedes, B Class,2019.0,1.3,2544,Manual,Petrol,21880
Audi,Q3,2019.0,2.0,5000,Automatic,Diesel,26700
Vauxhall, Corsa,2015.0,1.2,12652,Manual,Petrol,6295
Vauxhall, Corsa,2015.0,1.4,10187,Manual,Petrol,9495
Audi,A8,2015.0,6.3,30306,Automatic,Petrol,32000
Volkswagen, Passat,2016.0,2.0,56131,Manual,Diesel,12945
Ford, Ka+,2018.0,1.2,4101,Manual,Petrol,8037
Mercedes, C Class,2019.0,4.0,152,Automatic,Petrol,59950
BMW,3 Series,2019.0,3.0,16330,Semi-Auto,Diesel,27997
Mercedes, GLC Class,2016.0,2.1,36743,Automatic,Diesel,24250
Toyota, Yaris,2016.0,1.3,4000,Manual,Petrol,8250
Mercedes, A Class,2017.0,1.5,54448,Manual,Diesel,10900
BMW,M3,2010.0,4.0,81000,Manual,Petrol,17650
Ford, Kuga,2018.0,1.5,717,Automatic,Petrol,22500
BMW,1 Series,2020.0,2.0,101,Semi-Auto,Diesel,31016
Volkswagen, Tiguan,2017.0,2.0,29142,Semi-Auto,Diesel,21990
Ford, Fiesta,2015.0,1.5,19613,Manual,Diesel,9500
Hyundai,I10,2020.0,1.0,1000,Manual,Petrol,11895
Ford, Fiesta,2016.0,1.0,30155,Manual,Petrol,8291
Toyota, Aygo,2019.0,1.0,7631,Semi-Auto,Petrol,10200
Volkswagen, Arteon,2019.0,2.0,1000,Automatic,Petrol,27950
Vauxhall, Astra,2018.0,1.4,12221,Manual,Petrol,10298
Volkswagen, Golf,2019.0,1.5,4434,Manual,Petrol,21700
BMW,3 Series,2017.0,3.0,29994,Semi-Auto,Petrol,22981
Hyundai,IX20,2016.0,1.6,22978,Automatic,Petrol,8998
BMW,5 Series,2014.0,2.0,73000,Automatic,Diesel,11490
Volkswagen, Scirocco,2017.0,2.0,24871,Semi-Auto,Petrol,17495
Ford, S-MAX,2017.0,1.5,23154,Manual,Diesel,17495
Volkswagen, Tiguan,2016.0,2.0,49000,Manual,Diesel,12490
Volkswagen, Up,2015.0,1.0,34398,Manual,Petrol,7995
Vauxhall, Mokka,2015.0,1.4,16165,Automatic,Petrol,10108
Audi,Q5,2013.0,2.0,50111,Automatic,Diesel,13999
Skoda, Octavia,2017.0,2.0,26050,Semi-Auto,Diesel,15395
BMW,3 Series,2019.0,2.0,6930,Semi-Auto,Petrol,25900
Ford, Ka+,2018.0,1.2,5023,Manual,Petrol,7950
Mercedes, GLC Class,2016.0,2.1,21210,Semi-Auto,Diesel,23245
Ford, Kuga,2018.0,2.0,13032,Manual,Diesel,18600
Vauxhall, Mokka,2013.0,1.6,44427,Manual,Petrol,7499
Mercedes, E Class,2019.0,2.0,11911,Automatic,Diesel,24981
Volkswagen, Arteon,2019.0,1.5,50,Automatic,Petrol,24780
Mercedes, A Class,2017.0,1.5,23857,Automatic,Diesel,16299
Ford, Grand Tourneo Connect,2017.0,1.5,41445,Automatic,Diesel,13699
Volkswagen, Beetle,2015.0,1.4,39584,Manual,Petrol,9430
Vauxhall, Crossland X,2019.0,1.2,3330,Manual,Petrol,13498
Vauxhall, Mokka X,2017.0,1.4,17035,Semi-Auto,Petrol,13998
Audi,A5,2017.0,2.0,31201,Semi-Auto,Diesel,21995
BMW,3 Series,2013.0,2.0,86000,Manual,Diesel,7999
Mercedes, C Class,2020.0,3.0,1000,Semi-Auto,Petrol,53669
BMW,5 Series,2016.0,3.0,40120,Semi-Auto,Diesel,21298
Mercedes, E Class,2016.0,2.1,25711,Semi-Auto,Diesel,16990
Ford, Grand C-MAX,2017.0,1.5,26000,Manual,Diesel,12595
Volkswagen, Golf,2019.0,1.5,2501,Semi-Auto,Petrol,20499
Mercedes, CL Class,2017.0,2.1,24231,Semi-Auto,Diesel,18995
Toyota, Aygo,2016.0,1.0,17006,Manual,Petrol,7395
Ford, EcoSport,2017.0,1.0,11436,Manual,Petrol,10290
Vauxhall, Corsa,2018.0,1.4,11160,Manual,Petrol,10000
Ford, Focus,2017.0,2.0,26275,Manual,Petrol,13750
Audi,A3,2016.0,2.0,57407,Automatic,Diesel,16000
Audi,A6,2004.0,4.2,100730,Automatic,Petrol,8995
Ford, Focus,2017.0,1.0,21000,Manual,Petrol,12999
Volkswagen, Golf,2019.0,1.0,10304,Manual,Petrol,12150
Vauxhall, Astra,2017.0,1.4,23150,Manual,Petrol,9500
Mercedes, E Class,2015.0,2.1,32533,Automatic,Diesel,17802
Vauxhall, Astra,2017.0,1.6,36166,Manual,Diesel,9498
Ford, Mondeo,2016.0,2.0,75374,Manual,Diesel,8759
Volkswagen, Amarok,2019.0,3.0,6000,Automatic,Diesel,36995
Ford, Focus,2012.0,1.6,71963,Manual,Petrol,5379
Skoda, Citigo,2016.0,1.0,14691,Manual,Petrol,7750
Ford, Fiesta,2018.0,1.0,33763,Manual,Petrol,11000
Mercedes, GLC Class,2017.0,2.1,36239,Semi-Auto,Diesel,26998
Audi,A1,2016.0,2.0,26436,Manual,Petrol,19450
Ford, Mustang,2017.0,5.0,12000,Automatic,Petrol,32990
BMW,4 Series,2018.0,2.0,7621,Manual,Diesel,19495
Volkswagen, Polo,2019.0,1.0,14774,Manual,Petrol,11950
Volkswagen, Passat,2019.0,2.0,13000,Automatic,Diesel,24990
BMW,X1,2017.0,2.0,25227,Automatic,Petrol,18700
BMW,X2,2020.0,2.0,10,Semi-Auto,Diesel,28995
Volkswagen, T-Roc,2019.0,1.5,6487,Semi-Auto,Petrol,25890
Audi,A3,2013.0,1.8,24619,Semi-Auto,Petrol,15650
Audi,A6,2016.0,2.0,35047,Manual,Diesel,14295
Ford, Fiesta,2018.0,1.0,23370,Manual,Petrol,9700
Volkswagen, Golf,2016.0,1.4,20592,Manual,Petrol,11490
Vauxhall, Adam,2017.0,1.2,12198,Manual,Petrol,7390
Toyota, Yaris,2014.0,1.4,45876,Manual,Diesel,5999
Vauxhall, Corsa,2016.0,1.4,23736,Manual,Petrol,6990
Ford, Focus,2018.0,2.0,13746,Manual,Petrol,19093
Mercedes, A Class,2017.0,2.0,21940,Semi-Auto,Petrol,26950
Volkswagen, Polo,2019.0,1.0,11930,Semi-Auto,Petrol,14712
Volkswagen, Passat,2016.0,2.0,59913,Semi-Auto,Diesel,11720
Volkswagen, T-Roc,2019.0,2.0,6222,Manual,Diesel,23490
Ford, Fiesta,2017.0,1.0,60570,Manual,Petrol,8995
Skoda, Octavia,2019.0,1.5,16,Manual,Petrol,17500
Skoda, Yeti Outdoor,2016.0,1.2,6000,Manual,Petrol,12495
Ford, Focus,2015.0,1.5,64734,Manual,Diesel,8250
BMW,3 Series,2019.0,2.0,1984,Semi-Auto,Diesel,27890
Ford, Focus,2013.0,1.6,95723,Manual,Diesel,5820
Ford, Focus,2016.0,1.5,36565,Manual,Diesel,9000
BMW,1 Series,2020.0,1.5,1501,Manual,Diesel,23995
Ford, Fiesta,2018.0,1.0,11191,Manual,Petrol,11721
Ford, Fiesta,2019.0,1.0,15766,Manual,Petrol,11498
BMW,2 Series,2019.0,2.0,4534,Semi-Auto,Diesel,24950
Vauxhall, Corsa,2017.0,1.4,75000,Manual,Petrol,4990
Audi,A4,2017.0,2.0,31834,Semi-Auto,Diesel,21500
Audi,A6,2016.0,3.0,63000,Semi-Auto,Diesel,15498
Ford, Kuga,2014.0,2.0,87489,Manual,Diesel,7699
Ford, Fiesta,2007.0,1.4,108475,Manual,Petrol,1295
BMW,X2,2018.0,2.0,12,Manual,Diesel,28990
BMW,2 Series,2019.0,1.5,6235,Semi-Auto,Petrol,20980
Vauxhall, Crossland X,2018.0,1.2,4973,Manual,Petrol,13995
Hyundai, Tucson,2018.0,2.0,12531,Automatic,Diesel,22995
Volkswagen, Up,2017.0,1.0,13261,Manual,Petrol,8500
Toyota, Yaris,2020.0,1.5,2,Automatic,Petrol,14990
BMW,4 Series,2019.0,2.0,10324,Automatic,Diesel,23250
