Brand,Model,Year,EngineSize,Mileage,Transmission,FuelType,Price
Hyundai, Tucson,2018.0,1.7,15474,Manual,Diesel,13298
Audi,A6,2016.0,2.0,30167,Manual,Diesel,14999
Ford, Fiesta,2019.0,1.0,12914,Manual,Petrol,12999
BMW,3 Series,2016.0,2.0,97758,Manual,Diesel,9449
Volkswagen, T-Roc,2018.0,1.5,7500,Manual,Petrol,21399
Mercedes, X-CLASS,2019.0,2.3,37,Automatic,Diesel,28900
Ford, Mondeo,2014.0,2.0,32904,Manual,Diesel,9149
Volkswagen, Tiguan,2016.0,2.0,38364,Manual,Diesel,16000
Vauxhall, Mokka X,2019.0,1.4,13723,Manual,Petrol,12795
Ford, Fiesta,2018.0,1.0,21590,Manual,Petrol,9500
Skoda, Kodiaq,2019.0,1.5,3409,Automatic,Petrol,26394
Volkswagen, Up,2018.0,1.0,6190,Manual,Petrol,8000
Toyota, C-HR,2017.0,1.8,19741,Automatic,Hybrid,21990
BMW,4 Series,2015.0,3.0,24421,Automatic,Petrol,21491
Ford, Focus,2016.0,1.0,3125,Manual,Petrol,10991
Volkswagen, Up,2017.0,1.0,11971,Manual,Petrol,7190
Skoda, Octavia,2019.0,1.6,5000,Automatic,Diesel,14990
Vauxhall, Mokka X,2019.0,1.4,6615,Manual,Petrol,13250
Volkswagen, T-Cross,2019.0,1.0,5111,Manual,Petrol,17890
BMW,5 Series,2014.0,2.0,85000,Automatic,Diesel,11990
Hyundai,I20,2017.0,1.2,8474,Manual,Petrol,9499
Skoda, Octavia,2019.0,1.0,14896,Automatic,Petrol,14490
Ford, Mondeo,2019.0,2.0,12145,Automatic,Hybrid,25400
Vauxhall, Grandland X,2018.0,1.2,17821,Manual,Petrol,13886
Vauxhall, Astra,2018.0,1.4,19171,Manual,Petrol,9995
Ford, Fiesta,2019.0,1.0,12320,Manual,Petrol,10998
BMW,1 Series,2018.0,1.5,9951,Automatic,Petrol,15000
BMW,5 Series,2019.0,2.0,11421,Semi-Auto,Hybrid,30902
Ford, Fiesta,2016.0,1.0,21020,Manual,Petrol,8999
Ford, Fiesta,2017.0,1.0,17373,Manual,Petrol,9500
Audi,Q3,2015.0,2.0,18693,Automatic,Diesel,14290
BMW,3 Series,2018.0,2.0,32723,Semi-Auto,Petrol,19498
Ford, EcoSport,2018.0,1.0,2770,Automatic,Petrol,17000
Volkswagen, Golf,2017.0,1.6,29000,Manual,Diesel,12450
Vauxhall, Mokka X,2017.0,1.4,10488,Manual,Petrol,11995
Vauxhall, Astra,2017.0,1.6,9179,Manual,Diesel,10899
Audi,A6,2019.0,2.0,1000,Automatic,Diesel,30861
Audi,A3,2019.0,2.0,2936,Automatic,Diesel,26450
Toyota, Auris,2017.0,1.8,19417,Automatic,Hybrid,16195
Toyota, Yaris,2017.0,1.5,12640,Automatic,Hybrid,12995
Mercedes, C Class,2016.0,2.1,25399,Semi-Auto,Diesel,22495
Audi,A3,2019.0,1.6,5348,Automatic,Diesel,19200
Toyota, Auris,2014.0,1.8,54533,Automatic,Hybrid,12495
Volkswagen, Polo,2019.0,1.0,1874,Manual,Petrol,14411
Audi,Q5,2016.0,2.0,65401,Automatic,Diesel,18999
Mercedes, SL CLASS,2017.0,3.0,27000,Semi-Auto,Petrol,35999
BMW,1 Series,2019.0,2.0,12,Manual,Diesel,16980
Vauxhall, Grandland X,2019.0,1.2,5000,Manual,Petrol,19999
Volkswagen, Polo,2017.0,1.0,24998,Manual,Petrol,9499
Mercedes, C Class,2014.0,2.1,20281,Automatic,Diesel,16964
Vauxhall, Astra,2018.0,1.4,17044,Manual,Petrol,11299
Ford, Focus,2009.0,1.8,109000,Manual,Petrol,1999
Volkswagen, Golf SV,2019.0,1.5,6347,Semi-Auto,Petrol,19990
Mercedes, GLC Class,2019.0,2.0,10387,Automatic,Diesel,34946
Mercedes, A Class,2017.0,1.6,14129,Manual,Petrol,16799
Ford, Fiesta,2018.0,1.0,33913,Manual,Petrol,11700
Ford, Fiesta,2017.0,1.2,33810,Manual,Petrol,7250
Ford, EcoSport,2019.0,1.0,2524,Automatic,Petrol,20000
Mercedes, CL Class,2014.0,1.6,49491,Manual,Petrol,13499
Ford, Fiesta,2019.0,1.0,6553,Manual,Petrol,15299
Hyundai,I10,2017.0,1.2,20477,Manual,Petrol,7100
Audi,A4,2013.0,2.0,63360,Manual,Diesel,8388
Ford, Fiesta,2015.0,1.0,33462,Manual,Petrol,8240
Mercedes, A Class,2017.0,1.5,24556,Manual,Diesel,13999
Volkswagen, Sharan,2019.0,2.0,5000,Manual,Diesel,26499
BMW,5 Series,2017.0,2.0,19864,Semi-Auto,Diesel,22498
Vauxhall, Meriva,2016.0,1.4,34035,Manual,Petrol,6800
Vauxhall, Astra,2016.0,1.0,72350,Manual,Petrol,6491
Mercedes, A Class,2018.0,1.3,8762,Semi-Auto,Petrol,23199
Ford, Focus,2016.0,1.0,47021,Automatic,Petrol,8200
Audi,A3,2015.0,2.0,128000,Manual,Diesel,6791
Audi,A5,2016.0,2.0,17230,Manual,Diesel,16990
Mercedes, C Class,2019.0,2.0,8947,Semi-Auto,Diesel,30799
Vauxhall, Insignia,2019.0,2.0,15334,Manual,Diesel,15498
Ford, Kuga,2018.0,2.0,24492,Manual,Diesel,16199
Vauxhall, Insignia,2019.0,2.0,18579,Manual,Diesel,15791
Ford, Kuga,2019.0,2.0,17522,Manual,Diesel,19995
Audi,Q5,2020.0,2.0,5412,Automatic,Diesel,36930
Ford, Kuga,2017.0,2.0,40860,Manual,Diesel,12999
Volkswagen, Golf,2017.0,2.0,26000,Automatic,Diesel,16940
Audi,A3,2018.0,1.5,17547,Manual,Petrol,15995
Volkswagen, T-Roc,2019.0,2.0,2000,Manual,Diesel,21128
Volkswagen, Golf,2017.0,2.0,14000,Manual,Petrol,21995
Audi,Q3,2016.0,2.0,25667,Automatic,Diesel,18999
Audi,Q2,2020.0,1.5,3000,Semi-Auto,Petrol,27995
Mercedes, B Class,2018.0,1.6,3945,Semi-Auto,Petrol,19980
BMW,4 Series,2016.0,2.0,51194,Manual,Diesel,15199
Audi,A6,2014.0,2.0,75550,Manual,Diesel,11500
Toyota, Auris,2016.0,1.8,31348,Automatic,Hybrid,15911
Ford, Fiesta,2020.0,1.0,34,Manual,Petrol,17499
BMW,X1,2017.0,2.0,19838,Automatic,Diesel,17037
Ford, Kuga,2017.0,2.0,22667,Semi-Auto,Diesel,19995
Audi,A1,2017.0,1.0,25423,Manual,Petrol,11499
Audi,A3,2019.0,1.5,4900,Semi-Auto,Petrol,25950
Audi,Q5,2019.0,2.0,5150,Semi-Auto,Diesel,34376
Ford, Kuga,2018.0,1.5,5911,Automatic,Petrol,20750
BMW,3 Series,2016.0,2.0,92300,Automatic,Hybrid,11999
Vauxhall, Insignia,2018.0,1.6,25206,Manual,Diesel,13998
Mercedes, GLC Class,2016.0,2.1,38438,Semi-Auto,Diesel,27050
Vauxhall, Astra,2016.0,1.4,17154,Manual,Petrol,9498
Ford, Kuga,2019.0,1.5,4842,Manual,Petrol,19420
Mercedes, C Class,2019.0,2.0,2440,Semi-Auto,Diesel,33490
Ford, Mondeo,2015.0,2.0,38000,Manual,Diesel,9490
BMW,5 Series,2017.0,2.0,20951,Semi-Auto,Diesel,22850
Ford, Fiesta,2017.0,1.0,15738,Manual,Petrol,9500
Audi,A4,2019.0,2.0,8000,Automatic,Diesel,30990
Volkswagen, Polo,2019.0,1.0,10129,Manual,Petrol,13650
Vauxhall, Astra,2018.0,1.0,17804,Manual,Petrol,10599
Volkswagen, Up,2019.0,1.0,5026,Manual,Petrol,9500
Audi,A4,2018.0,1.4,14860,Semi-Auto,Petrol,20171
Ford, Focus,2019.0,1.5,5689,Automatic,Diesel,19298
Volkswagen, Golf,2019.0,2.0,8658,Automatic,Petrol,35500
Volkswagen, Touran,2016.0,1.6,41739,Manual,Diesel,14950
Volkswagen, Polo,2020.0,1.0,620,Manual,Petrol,15000
Ford, Fiesta,2017.0,1.0,14698,Manual,Petrol,10850
Vauxhall, Crossland X,2019.0,1.2,14763,Semi-Auto,Petrol,13958
Volkswagen, T-Roc,2018.0,1.0,5000,Manual,Petrol,18995
Mercedes, C Class,2017.0,2.0,14750,Semi-Auto,Petrol,21499
Ford, Focus,2016.0,2.0,30341,Manual,Diesel,14999
Ford, Focus,2019.0,1.5,5908,Manual,Diesel,14540
Skoda, Citigo,2017.0,1.0,30318,Manual,Petrol,6040
Vauxhall, Mokka X,2019.0,1.4,11437,Manual,Petrol,14500
Audi,Q3,2020.0,2.0,4750,Semi-Auto,Diesel,29950
Volkswagen, Golf,2017.0,2.0,75728,Automatic,Diesel,13400
Audi,A5,2018.0,3.0,4512,Semi-Auto,Petrol,30990
BMW,4 Series,2019.0,2.0,4300,Automatic,Petrol,25589
Ford, C-MAX,2014.0,1.0,61751,Manual,Petrol,6690
Ford, S-MAX,2016.0,2.0,50691,Manual,Diesel,12795
Hyundai,I10,2014.0,1.2,31500,Manual,Petrol,5489
Ford, EcoSport,2015.0,1.0,45750,Manual,Petrol,7771
Hyundai, Tucson,2019.0,1.6,12763,Manual,Petrol,15799
Mercedes, A Class,2016.0,2.1,23924,Manual,Diesel,15700
Ford, Fiesta,2015.0,1.0,27095,Manual,Petrol,8700
Vauxhall, Mokka X,2016.0,1.6,21234,Semi-Auto,Diesel,12157
Ford, Kuga,2018.0,1.5,11643,Manual,Diesel,13995
Mercedes, A Class,2016.0,1.5,27636,Manual,Diesel,14799
Vauxhall, Insignia,2016.0,1.4,10580,Manual,Petrol,9920
Audi,A6,2019.0,3.0,2700,Semi-Auto,Diesel,44990
Ford, Focus,2019.0,1.0,23521,Manual,Petrol,17998
BMW,X5,2020.0,3.0,9998,Semi-Auto,Diesel,48975
Ford, Tourneo Connect,2016.0,1.5,42960,Manual,Diesel,8998
Mercedes, C Class,2019.0,1.5,9625,Semi-Auto,Petrol,25900
BMW,3 Series,2019.0,2.0,5000,Automatic,Diesel,33995
Toyota, Aygo,2017.0,1.0,38144,Manual,Petrol,7300
Volkswagen, Golf,2016.0,1.6,33955,Manual,Diesel,11498
Volkswagen, Polo,2013.0,1.2,44093,Manual,Petrol,7495
Volkswagen, Polo,2018.0,1.0,22076,Manual,Petrol,12299
Volkswagen, Touran,2017.0,1.6,19458,Manual,Diesel,17000
Volkswagen, Golf,2018.0,2.0,18322,Automatic,Diesel,19399
Volkswagen, Polo,2016.0,1.0,25619,Manual,Petrol,8989
Audi,Q3,2020.0,0.0,1500,Automatic,Petrol,41888
Mercedes, GLC Class,2020.0,2.0,3750,Semi-Auto,Petrol,42495
Vauxhall, Corsa,2017.0,1.4,24598,Automatic,Petrol,9271
Skoda, Citigo,2013.0,1.0,29946,Manual,Petrol,5200
Audi,A4,2014.0,2.0,80909,Manual,Diesel,9495
Toyota, Yaris,2014.0,1.3,39000,Manual,Petrol,5795
Audi,A3,2004.0,1.6,28477,Automatic,Petrol,4689
Ford, Focus,2013.0,1.0,42575,Manual,Petrol,5889
Mercedes, A Class,2018.0,1.3,9385,Automatic,Petrol,19439
BMW,3 Series,2013.0,2.0,27000,Manual,Diesel,10995
BMW,1 Series,2019.0,2.0,6742,Semi-Auto,Diesel,21116
Ford, Focus,2019.0,1.0,12821,Automatic,Petrol,18391
BMW,X4,2019.0,3.0,10,Semi-Auto,Diesel,40990
Mercedes, E Class,2018.0,2.0,1746,Semi-Auto,Diesel,28849
Volkswagen, Up,2018.0,1.0,16721,Manual,Petrol,8700
Ford, Fiesta,2018.0,1.0,34553,Manual,Petrol,10000
Volkswagen, Beetle,2016.0,2.0,22857,Manual,Diesel,13700
Mercedes, GLA Class,2018.0,1.6,21000,Manual,Petrol,18995
Ford, Focus,2017.0,1.0,12244,Semi-Auto,Petrol,12498
Audi,A4,2019.0,2.0,1000,Manual,Petrol,24000
Vauxhall, Grandland X,2018.0,1.5,24568,Manual,Diesel,14999
Ford, Kuga,2016.0,1.5,13920,Manual,Petrol,12498
Ford, Focus,2018.0,1.0,10738,Manual,Petrol,11495
Mercedes, GLA Class,2017.0,2.1,21609,Manual,Diesel,16070
Audi,A5,2019.0,2.0,8053,Semi-Auto,Diesel,33499
Ford, Focus,2019.0,2.3,4500,Manual,Petrol,25700
Toyota,RAV4,2013.0,2.0,55389,Manual,Diesel,9495
Ford, Fiesta,2017.0,1.1,19937,Manual,Petrol,8900
Toyota, Auris,2016.0,1.8,72963,Automatic,Hybrid,10999
Audi,A3,2017.0,2.0,12000,Semi-Auto,Petrol,27500
Mercedes, GLC Class,2019.0,2.1,2424,Semi-Auto,Diesel,32949
BMW,X3,2013.0,2.0,26000,Semi-Auto,Diesel,5299
Ford, Focus,2016.0,2.0,97190,Manual,Diesel,6891
Toyota, Yaris,2019.0,1.5,2275,Automatic,Petrol,16995
Vauxhall, Mokka X,2016.0,1.4,22000,Semi-Auto,Petrol,14490
Volkswagen, Scirocco,2017.0,2.0,44081,Manual,Petrol,14075
Mercedes, SLK,2014.0,2.0,69866,Semi-Auto,Diesel,11100
Ford, Focus,2017.0,1.0,19337,Manual,Petrol,11295
Mercedes, GLC Class,2019.0,2.0,3999,Semi-Auto,Petrol,31980
Ford, Kuga,2018.0,1.5,3736,Manual,Diesel,16900
Ford, EcoSport,2019.0,1.0,8601,Manual,Petrol,15240
Skoda, Fabia,2018.0,1.0,10880,Manual,Petrol,9995
Audi,A6,2016.0,2.0,76070,Automatic,Diesel,15000
Skoda, Yeti Outdoor,2015.0,2.0,61120,Manual,Diesel,10281
Mercedes, A Class,2015.0,2.1,67865,Semi-Auto,Diesel,10991
Mercedes, C Class,2020.0,2.0,1000,Semi-Auto,Diesel,40179
Vauxhall, Mokka X,2017.0,1.4,10992,Manual,Petrol,12995
Volkswagen, Golf,2019.0,1.5,131,Manual,Petrol,18990
Ford, EcoSport,2017.0,1.0,33278,Manual,Petrol,9998
BMW,4 Series,2018.0,3.0,15307,Automatic,Diesel,23470
Volkswagen, Up,2013.0,1.0,55940,Manual,Petrol,4611
Volkswagen, Golf,2014.0,2.0,78151,Manual,Diesel,8798
Mercedes, C Class,2016.0,2.1,27644,Semi-Auto,Diesel,19298
Mercedes, E Class,2017.0,2.0,21195,Automatic,Diesel,18936
BMW,3 Series,2013.0,1.6,48681,Manual,Petrol,8480
BMW,X1,2017.0,2.0,25227,Automatic,Petrol,18700
Mercedes, C Class,2015.0,2.1,51866,Semi-Auto,Diesel,14490
Vauxhall, Corsa,2016.0,1.4,29650,Manual,Petrol,7998
Toyota, Auris,2016.0,1.8,31453,Automatic,Hybrid,13295
Ford, Focus,2015.0,1.5,32121,Manual,Diesel,9995
Hyundai, Santa Fe,2019.0,2.2,9970,Automatic,Diesel,31269
Audi,A4,2016.0,2.0,30374,Semi-Auto,Diesel,20698
BMW,4 Series,2016.0,3.0,24939,Automatic,Diesel,20641
Mercedes, GLC Class,2017.0,2.1,26200,Semi-Auto,Diesel,28599
Skoda, Kodiaq,2019.0,2.0,4802,Manual,Diesel,27990
Volkswagen, Passat,2016.0,2.0,30001,Semi-Auto,Diesel,15691
Ford, Kuga,2017.0,1.5,16212,Manual,Diesel,14266
BMW,1 Series,2016.0,1.5,18055,Manual,Petrol,13400
Toyota, Aygo,2017.0,1.0,6337,Semi-Auto,Petrol,9680
Volkswagen, Tiguan,2019.0,2.0,9400,Semi-Auto,Diesel,28990
Ford, S-MAX,2015.0,2.0,88570,Manual,Diesel,8199
Skoda, Octavia,2015.0,1.4,13000,Manual,Petrol,11495
Audi,A3,2014.0,1.6,81457,Manual,Diesel,8280
Mercedes, E Class,2016.0,3.0,49096,Semi-Auto,Diesel,17980
Audi,Q5,2016.0,2.0,27616,Automatic,Diesel,20499
Ford, Edge,2019.0,2.0,3000,Automatic,Diesel,23995
Volkswagen, Golf SV,2014.0,1.4,30500,Semi-Auto,Petrol,10390
Audi,A5,2019.0,2.0,100,Semi-Auto,Diesel,30500
Ford, Kuga,2009.0,2.0,54094,Manual,Diesel,6295
Skoda, Kodiaq,2019.0,2.0,7691,Automatic,Diesel,29136
BMW,1 Series,2017.0,3.0,20000,Automatic,Petrol,21490
Skoda, Scala,2019.0,1.5,42,Automatic,Petrol,17995
Ford, Focus,2019.0,1.0,8150,Manual,Petrol,15410
Ford, Fiesta,2016.0,1.5,30209,Manual,Diesel,8999
Audi,Q7,2019.0,3.0,3988,Semi-Auto,Diesel,51990
Ford, Grand C-MAX,2017.0,1.5,17367,Semi-Auto,Diesel,12498
Audi,A7,2019.0,3.0,6785,Automatic,Diesel,46480
Volkswagen, Golf,2016.0,2.0,34973,Manual,Diesel,15340
Skoda, Scala,2019.0,1.6,8875,Manual,Diesel,15995
Vauxhall, Astra,2017.0,1.4,14297,Semi-Auto,Petrol,10998
Ford, Fiesta,2019.0,1.0,10219,Manual,Petrol,15995
BMW,1 Series,2016.0,1.5,50232,Manual,Diesel,9999
BMW,2 Series,2017.0,3.0,24442,Semi-Auto,Petrol,21726
Ford, Focus,2016.0,2.0,32643,Manual,Diesel,13500
Vauxhall, Astra,2015.0,2.0,54779,Automatic,Diesel,6490
Audi,A3,2019.0,1.6,5000,Semi-Auto,Diesel,22997
Vauxhall, Adam,2019.0,1.2,7000,Manual,Petrol,10500
Volkswagen, Golf,2017.0,1.4,25130,Manual,Petrol,13995
Audi,A5,2012.0,2.0,60000,Manual,Diesel,9475
Audi,A6,2018.0,1.8,30067,Semi-Auto,Petrol,24480
Audi,A4,2019.0,2.0,3258,Automatic,Diesel,25400
Vauxhall, Astra,2016.0,1.6,64439,Manual,Diesel,8995
Mercedes, GLC Class,2016.0,3.0,73358,Automatic,Petrol,27900
Toyota, Corolla,2019.0,1.8,9968,Automatic,Hybrid,19990
Ford, Kuga,2016.0,1.5,45962,Manual,Petrol,12918
Skoda, Kamiq,2020.0,1.5,2500,Semi-Auto,Petrol,22000
Audi,Q5,2019.0,2.0,4042,Semi-Auto,Diesel,35950
Volkswagen, Polo,2018.0,1.0,18100,Manual,Petrol,11000
Ford, B-MAX,2013.0,1.4,53161,Manual,Petrol,5000
Ford, B-MAX,2015.0,1.5,37377,Manual,Diesel,7499
Mercedes, A Class,2015.0,1.5,27442,Manual,Diesel,14400
Ford, Fiesta,2016.0,1.6,6721,Semi-Auto,Petrol,10210
Volkswagen, Passat,2019.0,1.5,28249,Manual,Petrol,14495
Toyota, Corolla,2019.0,1.8,5804,Automatic,Hybrid,19790
BMW,X5,2015.0,3.0,36174,Automatic,Diesel,28000
Skoda, Citigo,2018.0,1.0,9736,Manual,Petrol,8500
Mercedes, C Class,2019.0,1.5,2998,Semi-Auto,Petrol,29480
Skoda, Superb,2020.0,1.4,15,Semi-Auto,Hybrid,34232
Volkswagen, Golf,2015.0,1.4,27350,Manual,Petrol,10800
Ford, Focus,2017.0,1.5,27912,Manual,Diesel,10200
Vauxhall, Corsa,2015.0,1.4,24536,Manual,Petrol,7695
Toyota, Aygo,2017.0,1.0,6500,Manual,Petrol,7495
Ford, Kuga,2017.0,2.0,21730,Manual,Diesel,14990
Ford, Focus,2016.0,2.0,26000,Manual,Diesel,14795
Volkswagen, T-Roc,2018.0,1.0,18533,Manual,Petrol,17299
Mercedes, SLK,2013.0,2.1,38490,Automatic,Diesel,11300
Ford, Focus,2015.0,1.0,22439,Manual,Petrol,9495
Toyota,RAV4,2012.0,2.2,49255,Manual,Diesel,8995
Ford, Grand C-MAX,2017.0,1.5,12538,Manual,Diesel,11000
Audi,A3,2014.0,1.8,7595,Automatic,Petrol,12799
Ford, Focus,2019.0,1.0,4892,Manual,Petrol,18999
Skoda, Fabia,2019.0,1.0,5,Manual,Petrol,11490
BMW,4 Series,2019.0,3.0,3428,Automatic,Diesel,34680
Vauxhall, Crossland X,2019.0,1.2,13530,Manual,Petrol,10557
Hyundai, Tucson,2016.0,1.7,42850,Manual,Diesel,11499
Volkswagen, Scirocco,2016.0,2.0,19320,Manual,Petrol,18999
Mercedes, A Class,2019.0,1.3,13862,Manual,Petrol,19990
Volkswagen, Passat,2016.0,1.6,37877,Manual,Diesel,10492
Ford, B-MAX,2013.0,1.6,31910,Manual,Diesel,6899
Hyundai,I10,2017.0,1.2,30500,Manual,Petrol,6400
Audi,Q3,2015.0,2.0,41000,Manual,Diesel,13995
Ford, Mondeo,2015.0,1.5,76215,Manual,Diesel,8494
Mercedes, A Class,2019.0,1.3,6234,Semi-Auto,Petrol,20999
Vauxhall, Corsa,2015.0,1.0,27000,Manual,Petrol,6789
Vauxhall, Viva,2017.0,1.0,13159,Manual,Petrol,7498
BMW,1 Series,2018.0,1.5,9774,Manual,Petrol,15881
Toyota, Yaris,2018.0,1.5,17334,Manual,Petrol,10995
Ford, Focus,2017.0,1.0,19686,Manual,Petrol,10497
BMW,3 Series,2019.0,2.0,13004,Semi-Auto,Diesel,22198
Volkswagen, Passat,2016.0,2.0,109000,Manual,Diesel,9794
Mercedes, B Class,2019.0,2.0,5112,Automatic,Diesel,26099
Toyota, Aygo,2019.0,1.0,3565,Manual,Petrol,9750
Vauxhall, Insignia,2016.0,2.0,102000,Manual,Diesel,6491
Toyota, Auris,2018.0,1.8,19628,Automatic,Hybrid,17495
Volkswagen, Golf,2019.0,1.6,1201,Manual,Diesel,17990
Volkswagen, Polo,2019.0,1.0,4500,Manual,Petrol,15790
Vauxhall, Astra,2018.0,1.6,14500,Manual,Petrol,13695
Toyota, Aygo,2016.0,1.0,21123,Manual,Petrol,6999
Mercedes, GLA Class,2017.0,2.1,15830,Semi-Auto,Diesel,21291
Skoda, Fabia,2018.0,1.0,15321,Semi-Auto,Petrol,11995
BMW,2 Series,2017.0,1.5,33752,Manual,Petrol,12750
Volkswagen, Golf,2016.0,2.0,39000,Automatic,Petrol,18990
BMW,4 Series,2018.0,2.0,9049,Semi-Auto,Diesel,24401
Ford, Grand C-MAX,2017.0,2.0,21689,Manual,Diesel,12491
Ford, Fiesta,2015.0,1.2,34000,Manual,Petrol,5500
Hyundai, Kona,2019.0,1.0,5986,Manual,Petrol,15295
Hyundai,I30,2015.0,1.6,54755,Manual,Diesel,6998
Hyundai,I30,2019.0,1.4,350,Semi-Auto,Petrol,20495
Vauxhall, Crossland X,2019.0,1.2,15473,Manual,Petrol,12437
Ford, Tourneo Connect,2015.0,1.6,28309,Manual,Diesel,10298
Hyundai,I30,2019.0,2.0,50,Manual,Petrol,23995
Vauxhall, Corsa,2016.0,1.4,15918,Manual,Petrol,6491
Vauxhall, Astra,2017.0,1.4,27408,Manual,Petrol,10798
Vauxhall, Astra,2015.0,1.6,48163,Manual,Diesel,7750
Toyota, Yaris,2016.0,1.3,19176,Manual,Petrol,9499
Vauxhall, Combo Life,2019.0,1.5,9061,Manual,Diesel,15990
Toyota, Yaris,2017.0,1.3,25071,Manual,Petrol,9995
Volkswagen, Touareg,2015.0,3.0,29592,Semi-Auto,Diesel,19950
Ford, Kuga,2018.0,1.5,46140,Manual,Diesel,14999
Vauxhall, Crossland X,2019.0,1.2,11815,Automatic,Petrol,14250
Ford, Focus,2017.0,2.0,25771,Manual,Diesel,16400
Volkswagen, Golf,2016.0,1.4,41784,Manual,Petrol,12290
Mercedes, GLC Class,2019.0,2.1,12580,Semi-Auto,Diesel,31295
Audi,Q3,2019.0,2.0,26200,Automatic,Diesel,27490
BMW,3 Series,2019.0,2.0,2212,Semi-Auto,Diesel,28440
Audi,Q7,2016.0,4.0,46600,Semi-Auto,Diesel,47995
Mercedes, C Class,2019.0,1.6,1808,Semi-Auto,Diesel,28706
Audi,A8,2016.0,3.0,37235,Automatic,Diesel,22000
Volkswagen, Up,2014.0,1.0,15885,Manual,Petrol,7200
Volkswagen, Golf SV,2020.0,1.5,2459,Automatic,Petrol,20990
Mercedes, A Class,2017.0,1.5,28913,Automatic,Diesel,15035
Volkswagen, Scirocco,2016.0,2.0,25624,Manual,Diesel,14966
Skoda, Fabia,2019.0,1.0,18,Manual,Petrol,11995
Toyota, Yaris,2016.0,1.5,15945,Automatic,Hybrid,12695
Volkswagen, Tiguan Allspace,2018.0,2.0,33784,Semi-Auto,Diesel,22999
Toyota, Prius,2017.0,1.8,19870,Automatic,Hybrid,18999
Audi,A1,2012.0,1.6,46942,Manual,Diesel,7099
Ford, EcoSport,2019.0,1.0,7386,Manual,Petrol,15591
BMW,2 Series,2018.0,1.5,9566,Automatic,Hybrid,21998
Audi,Q3,2019.0,1.5,4530,Manual,Petrol,31495
Audi,A1,2018.0,1.4,10900,Manual,Petrol,17700
BMW,X7,2019.0,3.0,7278,Automatic,Diesel,74480
Hyundai, Tucson,2020.0,1.6,3850,Manual,Hybrid,25995
Hyundai,I20,2017.0,1.4,21260,Manual,Diesel,8295
Ford, Focus,2019.0,1.0,3608,Manual,Petrol,17200
Ford, C-MAX,2017.0,1.0,70629,Manual,Petrol,7491
Volkswagen, Tiguan,2019.0,2.0,14621,Semi-Auto,Diesel,24350
Skoda, Kodiaq,2018.0,1.4,8586,Automatic,Petrol,21990
Audi,SQ5,2015.0,3.0,82820,Automatic,Diesel,20000
Skoda, Fabia,2017.0,1.0,20500,Manual,Petrol,8990
Skoda, Fabia,2018.0,1.0,14100,Semi-Auto,Petrol,12450
Mercedes, C Class,2019.0,2.0,10765,Automatic,Diesel,26995
BMW,X1,2017.0,2.0,29825,Automatic,Diesel,18199
Ford, S-MAX,2017.0,2.0,23570,Manual,Diesel,19150
Toyota, Yaris,2017.0,1.5,23000,Manual,Petrol,9250
Ford, Focus,2019.0,1.0,100,Manual,Petrol,18900
Mercedes, C Class,2019.0,2.0,4001,Automatic,Diesel,28450
Skoda, Fabia,2018.0,1.0,13621,Manual,Petrol,9899
BMW,X3,2019.0,2.0,5822,Automatic,Petrol,30480
Volkswagen, Polo,2019.0,2.0,5505,Semi-Auto,Petrol,19498
Ford, Fiesta,2017.0,1.0,9621,Manual,Petrol,10498
BMW,X5,2015.0,3.0,54000,Automatic,Diesel,25470
BMW,3 Series,2015.0,2.0,29706,Semi-Auto,Diesel,16990
Volkswagen, Passat,2018.0,1.5,5670,Automatic,Petrol,17699
Vauxhall, Mokka X,2019.0,1.4,6437,Manual,Petrol,12498
BMW,X1,2016.0,2.0,37000,Manual,Diesel,15500
Toyota, C-HR,2019.0,1.8,3067,Automatic,Hybrid,24500
Ford, B-MAX,2017.0,1.6,11617,Semi-Auto,Petrol,10319
Ford, Fiesta,2015.0,1.2,25535,Manual,Petrol,6987
BMW,X3,2019.0,2.0,7345,Automatic,Petrol,31276
Skoda, Yeti Outdoor,2016.0,2.0,45127,Manual,Diesel,12290
Hyundai,IX20,2016.0,1.4,19999,Manual,Petrol,8399
Vauxhall, Insignia,2018.0,2.0,34456,Automatic,Diesel,15220
BMW,2 Series,2019.0,2.0,10,Manual,Diesel,21950
Mercedes, C Class,2019.0,1.5,11842,Semi-Auto,Petrol,24999
Mercedes, A Class,2018.0,1.5,11149,Semi-Auto,Diesel,19860
Vauxhall, Corsa,2016.0,1.4,23979,Manual,Petrol,7698
Mercedes, C Class,2017.0,2.1,14462,Semi-Auto,Diesel,23998
Vauxhall, Corsa,2019.0,1.4,1632,Manual,Petrol,10130
Vauxhall, Meriva,2016.0,1.4,27616,Manual,Petrol,7955
Volkswagen, Tiguan,2017.0,2.0,5399,Manual,Diesel,17441
Mercedes, E Class,2017.0,2.0,19092,Semi-Auto,Diesel,22480
Toyota, Yaris,2019.0,1.5,7452,Manual,Petrol,11779
Audi,Q2,2017.0,2.0,33297,Automatic,Diesel,22750
Skoda, Superb,2016.0,2.0,36000,Semi-Auto,Diesel,16250
Skoda, Citigo,2014.0,1.0,45423,Manual,Petrol,4850
BMW,X3,2016.0,3.0,43025,Automatic,Diesel,20000
Hyundai,I10,2018.0,1.0,29157,Manual,Petrol,7180
BMW,1 Series,2015.0,1.5,38573,Automatic,Diesel,12270
